iso3c,date,country,capital_city,longitude,latitude,region,income_level,ARB,SRF,CO2,GDP,POP,URB,ARB_est,SRF_est,CO2_est,GDP_est,POP_est,URB_est,ARB_rnk,SRF_rnk,CO2_rnk,GDP_rnk,POP_rnk,URB_rnk,TOT_rnk,ARB_wgt,SRF_wgt,CO2_wgt,GDP_wgt,POP_wgt,URB_wgt,TOT_wgt
COM,1999,Comoros,Moroni,43.2418,-11.6986,Sub-Saharan Africa,Lower middle income,65000,1861.00006103516,91.675,382454989.945311,528848,148733,65000,1861.00006103516,91.675,382454989.945311,528848,148733,156,175,198.5,200,165,172,177.75,0.00459745071088528,0.00138961716534652,0.000398974127780236,0.00118175959688645,0.00879583230390784,0.0053515910975766,0.00361920416706382
COM,2000,Comoros,Moroni,43.2418,-11.6986,Sub-Saharan Africa,Lower middle income,65000,1861.00006103516,102.676,350264287.687331,542357,152294,65000,1861.00006103516,102.676,350264287.687331,542357,152294,156,175,197.5,203,165,172,178.083333333333,0.00461199434339814,0.0013896163248993,0.000433967790423619,0.00104876175225644,0.00890254030241814,0.00536371273377178,0.0036250988745279
COM,2001,Comoros,Moroni,43.2418,-11.6986,Sub-Saharan Africa,Lower middle income,65000,1861.00006103516,102.676,378512003.405071,555888,155849,65000,1861.00006103516,102.676,378512003.405071,555888,155849,157.5,175,198.5,202,165,173,178.5,0.00462169182600328,0.00138961227425454,0.000430674900627433,0.00113911026484606,0.0090075850490939,0.00536682924887638,0.00365925059395026
COM,2002,Comoros,Moroni,43.2418,-11.6986,Sub-Saharan Africa,Lower middle income,65000,1861.00006103516,102.676,425964697.418664,569479,159409,65000,1861.00006103516,102.676,425964697.418664,569479,159409,159,175,199,200,165,173,178.5,0.00463731633809172,0.00138960786695155,0.000421478231655108,0.00123466510293979,0.00911123324275924,0.00536317922823595,0.00369291333510556
COM,2003,Comoros,Moroni,43.2418,-11.6986,Sub-Saharan Africa,Lower middle income,65000,1861.00006103516,132.012,546885184.990174,583211,162990,65000,1861.00006103516,132.012,546885184.990174,583211,162990,158,175,197,194,165,173,177,0.00462360441542864,0.00138960370221893,0.000515421897002903,0.0014120691066177,0.00921442197124459,0.00535859608971816,0.00375228619703849
COM,2004,Comoros,Moroni,43.2418,-11.6986,Sub-Saharan Africa,Lower middle income,65000,1861.00006103516,143.013,633706149.25026,597228,166645,65000,1861.00006103516,143.013,633706149.25026,597228,166645,158,175,197,194,165,173,177,0.00461385729338237,0.00138962296075575,0.000533331073695463,0.00145252399182531,0.00931871207870805,0.00535430296789263,0.0037770583943766
COM,2005,Comoros,Moroni,43.2418,-11.6986,Sub-Saharan Africa,Lower middle income,65000,1861.00006103516,139.346,653845122.872074,611627,170491,65000,1861.00006103516,139.346,653845122.872074,611627,170491,159,175,197,195,165,173,177.333333333333,0.00460043191958597,0.00138960265042489,0.00050223349311196,0.00138277293790956,0.00942555967716996,0.00535406064658513,0.00377577688746458
COM,2006,Comoros,Moroni,43.2418,-11.6986,Sub-Saharan Africa,Lower middle income,65000,1861.00006103516,161.348,698431827.740958,626425,174541,65000,1861.00006103516,161.348,698431827.740958,626425,174541,158,175,196,196,164,173,177,0.00463453414761125,0.00138959917469364,0.000561633920730392,0.00136210574871526,0.00953474333689597,0.00535900935740693,0.00380693761434224
COM,2007,Comoros,Moroni,43.2418,-11.6986,Sub-Saharan Africa,Lower middle income,65000,1861.00006103516,102.676,795673128.485442,641620,178800,65000,1861.00006103516,102.676,795673128.485442,641620,178800,157,175,201,194,164,173,177.333333333333,0.00464147496890561,0.00138959874953462,0.000351697215468584,0.00137745922438428,0.00964653272861858,0.00536933249242462,0.00379601589655605
COM,2008,Comoros,Moroni,43.2418,-11.6986,Sub-Saharan Africa,Lower middle income,65000,1861.00006103516,106.343,915659192.825112,657229,183275,65000,1861.00006103516,106.343,915659192.825112,657229,183275,157,175,201,194,164,173,177.333333333333,0.00463394902006248,0.00138753212521516,0.000350111225361983,0.00144439676979049,0.00975997109581714,0.00538187805857415,0.00382630638247023
COM,2009,Comoros,Moroni,43.2418,-11.6986,Sub-Saharan Africa,Lower middle income,65000,1861.00006103516,132.012,905341090.570115,673252,187979,65000,1861.00006103516,132.012,905341090.570115,673252,187979,156,175,200,192,164,173,176.666666666667,0.0046473432005717,0.00138755619976467,0.000445630271095364,0.00150652954159407,0.00987679178446003,0.00539966968915359,0.00387725344777324
COM,2010,Comoros,Moroni,43.2418,-11.6986,Sub-Saharan Africa,Lower middle income,65000,1861.00006103516,161.348,907978723.547592,689692,192928,65000,1861.00006103516,161.348,907978723.547592,689692,192928,156,175,198,193,163,173,176.333333333333,0.00466020057354588,0.00138755385998333,0.000510356620453171,0.00138083303968175,0.00999737165948928,0.00542290896184669,0.00389320411916668
COM,2011,Comoros,Moroni,43.2418,-11.6986,Sub-Saharan Africa,Lower middle income,65000,1861.00006103516,135.679,1023086183.79822,706569,198122,65000,1861.00006103516,135.679,1023086183.79822,706569,198122,156,175,199,196,163,173,177,0.00463580784206548,0.00138755125069014,0.000413980249733423,0.00140102798114572,0.0101232294816652,0.00545582710278129,0.00390290398468022
COM,2012,Comoros,Moroni,43.2418,-11.6986,Sub-Saharan Africa,Lower middle income,65000,1861.00006103516,143.013,1015843368.79008,723871,203574,65000,1861.00006103516,143.013,1015843368.79008,723871,203574,156,175,198,195,163,172,176.5,0.0046059494436695,0.00138757750815857,0.000428472738586805,0.00135956218168761,0.010249497197512,0.0054925546089418,0.00392060227975938
COM,2013,Comoros,Moroni,43.2418,-11.6986,Sub-Saharan Africa,Lower middle income,65000,1861.00006103516,176.016,1116224161.07781,741505,209275,65000,1861.00006103516,176.016,1116224161.07781,741505,209275,155,176,197,195,163,172,176.333333333333,0.00459721649137299,0.00138505228513289,0.000524800887263367,0.00145275465430407,0.0103760637937231,0.0055326201693062,0.00397808471351711
COM,2014,Comoros,Moroni,43.2418,-11.6986,Sub-Saharan Africa,Lower middle income,65000,1861.00006103516,154.014,1149587651.69395,759390,215196,65000,1861.00006103516,154.014,1149587651.69395,759390,215196,155.5,176,198.5,196,163,172,176.833333333333,0.00457091976180355,0.00138506984644606,0.000455786684018393,0.001455844967838,0.0105020804205091,0.00557493202336702,0.00399077228399702
COM,2015,Comoros,Moroni,43.2418,-11.6986,Sub-Saharan Africa,Lower middle income,65000,1861.00006103516,168.682,966029542.038859,777424,221333,65000,1861.00006103516,168.682,966029542.038859,777424,221333,155.5,176,198,198,162,172,176.916666666667,0.00454108559501868,0.00138504218343577,0.00050005527597294,0.00129298350005876,0.0106270370758224,0.00561946527027993,0.00399427815009808
COM,2016,Comoros,Moroni,43.2418,-11.6986,Sub-Saharan Africa,Lower middle income,65000,1861.00006103516,168.682,1012835518.26037,795592,227690,65000,1861.00006103516,168.682,1012835518.26037,795592,227690,155.5,176,198,200,162,172,177.25,0.00454108559501868,0.001385167668021,0.00050005527597294,0.00133519402978202,0.0107500678326063,0.0056661971544577,0.00402962792597643
COM,2017,Comoros,Moroni,43.2418,-11.6986,Sub-Saharan Africa,Lower middle income,65000,1861.00006103516,168.682,1077439662.5798,813892,234271,65000,1861.00006103516,168.682,1077439662.5798,813892,234271,155.5,176,198,199,162,172,177.083333333333,0.00454108559501868,0.001385167668021,0.00050005527597294,0.0013343038975122,0.0108728329110111,0.00571623480735225,0.00405828002581469
COM,2018,Comoros,Moroni,43.2418,-11.6986,Sub-Saharan Africa,Lower middle income,65000,1861.00006103516,168.682,1178530757.72328,832322,241082,65000,1861.00006103516,168.682,1178530757.72328,832322,241082,155.5,176,198,198,162,172,176.916666666667,0.00454108559501868,0.001385167668021,0.00050005527597294,0.00137249942301906,0.0109973262486862,0.0057708090128519,0.00409449053726164
COM,2019,Comoros,Moroni,43.2418,-11.6986,Sub-Saharan Africa,Lower middle income,65000,1861.00006103516,168.682,1165839927.06327,850886,248152,65000,1861.00006103516,168.682,1165839927.06327,850886,248152,155.5,176,198,200,162,172,177.25,0.00454108559501868,0.001385167668021,0.00050005527597294,0.00133666568911433,0.0111227386833059,0.0058297684824903,0.0041192468989872
CPV,1990,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,41000,4030,95.342,306891107.262039,337950,149104,41000,4030,95.342,306891107.262039,337950,149104,161,170,193,192,170,170,176,0.0028844196112939,0.00301000313376868,0.000428124928550054,0.00134459089602552,0.00642511821500517,0.0066014154948984,0.00344894537992362
CPV,1991,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,41000,4030,99.009,319827058.592875,346230,155956,41000,4030,99.009,319827058.592875,346230,155956,161,170,194,192,170,170,176.166666666667,0.0028773844553284,0.00301000245914239,0.000439212919165845,0.0013269848673663,0.00647450503102536,0.00673404106735536,0.00347702179989728
CPV,1992,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,41000,4030,106.343,357160985.327413,355757,163552,41000,4030,106.343,357160985.327413,355757,163552,161,170,193,192,170,171,176.166666666667,0.00288206766143123,0.00301000129263944,0.000497604791538077,0.00140119282740929,0.00654734313895156,0.00689238532326609,0.00353843250587261
CPV,1993,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,41000,4030,110.01,490417389.682569,366053,171686,41000,4030,110.01,490417389.682569,366053,171686,160,170,192.5,185,170,171,174.75,0.00288964394430574,0.00300999881904746,0.000509455859893227,0.00189815624250075,0.00663323000840845,0.00706515146746081,0.00366760605693607
CPV,1994,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,41000,4030,113.677,406580652.330537,376407,180051,41000,4030,113.677,406580652.330537,376407,180051,161,170,192.5,191,169,171,175.75,0.00289479036040475,0.00301015428097204,0.000524787911360326,0.00146709401830797,0.00671862319699537,0.00723896815895882,0.00364240298783321
CPV,1995,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,42000,4030,121.011,487148993.533109,386284,188383,42000,4030,121.011,487148993.533109,386284,188383,161,170,192,190,168,171,175.333333333333,0.00297081850671265,0.00301015360628706,0.000548286330043326,0.00158182678735762,0.00679424237287374,0.00740328153731115,0.00371810152343092
CPV,1996,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,42000,4030,143.013,501979069.274683,395533,196596,42000,4030,143.013,501979069.274683,395533,196596,161,170,189.5,190,168,170,174.75,0.00298844914868272,0.0030101518071286,0.000630270781348289,0.00159649122224138,0.00685709465896599,0.00755411116265963,0.00377276146350443
CPV,1997,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,44000,4030,146.68,490608657.924976,404259,204705,44000,4030,146.68,490608657.924976,404259,204705,161,170,190,192,168,170,175.166666666667,0.00311916541668186,0.00300860667468141,0.000644332604434122,0.00156825066118792,0.00690960114698855,0.00769267347138446,0.00382377166255972
CPV,1998,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,44000,4030,157.681,521910560.524868,412514,212742,44000,4030,157.681,521910560.524868,412514,212742,161,170,190,190,168,170,174.833333333333,0.00311317089332065,0.00300921923303509,0.000697299458979097,0.00167232275983848,0.00695384450450338,0.00782143557755402,0.00387788207120512
CPV,1999,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,44000,4030,183.35,592416703.058878,420452,220758,44000,4030,183.35,592416703.058878,420452,220758,161,170,189,190,168,169,174.5,0.00311212048121465,0.00300921923303509,0.000797948255560472,0.00183052684002311,0.00699298339757863,0.0079431366779317,0.00394765581422394
CPV,2000,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,44000,4030,216.353,539227277.626411,428188,228802,44000,4030,216.353,539227277.626411,428188,228802,162,170,186,192,168,168,174.333333333333,0.00312196540168489,0.00300921741304466,0.000914432129821198,0.00161455496442951,0.00702850876270025,0.0080582833264111,0.00395782699968193
CPV,2001,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,46000,4030,234.688,563024383.296626,435709,236551,46000,4030,234.688,563024383.296626,435709,236551,162,170,185,192,169,168,174.333333333333,0.00327073575378693,0.00300920864136392,0.000984399772862704,0.00169438973824421,0.00706020974396939,0.00814589009650981,0.00402747229112283
CPV,2002,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,47000,4030,275.025,620974660.230303,442951,244270,47000,4030,275.025,620974660.230303,442951,244270,161,170,184,190,169,168,173.666666666667,0.00335313642908171,0.00300919909733896,0.00112895954907618,0.00179990442269607,0.00708688094927723,0.00821825486692216,0.00409938921906539
CPV,2003,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,47000,4030,308.028,813963830.179217,449930,251947,47000,4030,308.028,813963830.179217,449930,251947,162,170,183,186,169,168,173,0.00334322165423301,0.0030091900786007,0.00120265109300677,0.00210167181347386,0.00710865343335787,0.00828322111182417,0.00417476819741606
CPV,2004,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,48000,4030,330.03,924318490.7598,456617,259568,48000,4030,330.03,924318490.7598,456617,259568,162,170,182,186,170,168,173,0.00340715615511314,0.00300923178300738,0.0012307640162203,0.00211863934964936,0.00712472012906868,0.00833991846602031,0.00420507164984653
CPV,2005,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,48000,4030,440.04,971977088.156914,463032,267119,48000,4030,440.04,971977088.156914,463032,267119,162,170,177,188,170,167,172.333333333333,0.00339724203292502,0.00300918780093823,0.00158600050456409,0.00205556876813238,0.00713561655786837,0.0083885444149848,0.00426202667990215
CPV,2006,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,48000,4030,473.043,1107891063.43863,469170,274601,48000,4030,473.043,1107891063.43863,469170,274601,162,170,177,188,170,166,172.166666666667,0.00342242521669754,0.00300918027423405,0.00164660854032319,0.00216064721927266,0.00714118295306139,0.00843119569931019,0.00430187331714984
CPV,2007,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,48000,4030,506.046,1513933983.22398,475060,282010,48000,4030,506.046,1513933983.22398,475060,282010,160,170,177,182,170,166,170.833333333333,0.00342755074626876,0.0030091793535512,0.00173336484766659,0.00262090330267935,0.00714236127000023,0.00846871060508203,0.00440034502087469
CPV,2008,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,50000,4030,469.376,1789333748.6799,480842,289438,50000,4030,469.376,1789333748.6799,480842,289438,161,170,178,181,170,166,171,0.00356457616927883,0.00300470407373698,0.00154531851194255,0.00282256532443724,0.00714059182059055,0.00849935900432457,0.00442951915071845
CPV,2009,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,50000,4030,524.381,1711817181.52969,486671,296947,50000,4030,524.381,1711817181.52969,486671,296947,161,170,173.5,185,170,166,170.916666666667,0.00357487938505516,0.00300475620723045,0.00177014246573992,0.00284854314097109,0.00713959726006747,0.00852975978798212,0.0044779463745077
CPV,2010,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,50000,4030,557.384,1664310769.55229,492654,304564,50000,4030,557.384,1664310769.55229,492654,304564,161,170,173.5,184,170,165,170.583333333333,0.00358476967195837,0.00300475114042846,0.00176305014338368,0.00253104532000139,0.00714122410805698,0.00856082499717964,0.00443094423016809
CPV,2011,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,50000,4030,616.056,1865915544.12445,498856,310897,50000,4030,616.056,1865915544.12445,498856,310897,160,170,171,184,170,166,170.166666666667,0.00356600603235806,0.00300474548999793,0.00187969410689771,0.00255520984367891,0.00714726200315269,0.00856139287294392,0.00445238505817154
CPV,2012,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,55000,4030,506.046,1741809808.96442,505235,317394,55000,4030,506.046,1741809808.96442,505235,317394,159,170,176,185,170,166,171,0.00389734183695111,0.00300480235060745,0.00151613430576869,0.00233116523345629,0.00715376733780602,0.00856348982458699,0.00441111681486276
CPV,2013,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,55000,4030,498.712,1850470042.43281,511748,324023,55000,4030,498.712,1850470042.43281,511748,324023,159.5,171,179,184,170,166,171.583333333333,0.00388995241577715,0.00299933397421855,0.00148693584724621,0.00240836837306833,0.0071610169780517,0.00856622236348872,0.00441863832530844
CPV,2014,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,50000,4030,491.378,1859898513.26858,518269,330707,50000,4030,491.378,1859898513.26858,518269,330707,160,171,182,186,170,166,172.5,0.00351609212446427,0.00299937200328344,0.00145417656329678,0.00235538707052179,0.00716746693722174,0.00856739458285301,0.00434331488027351
CPV,2015,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,50000,4030,495.045,1596800287.16405,524743,337410,50000,4030,495.045,1596800287.16405,524743,337410,161,171,182,188,170,166,173,0.00349314276539898,0.00299931209896974,0.00146755352731189,0.00213723942627538,0.00717300124035055,0.00856656611009272,0.00430613586139988
CPV,2016,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,50000,4030,495.045,1662998678.36743,531146,344098,50000,4030,495.045,1662998678.36743,531146,344098,161,171,182,188,170,166,173,0.00349314276539898,0.00299958383613357,0.00146755352731189,0.00219228677002299,0.00717686393153461,0.00856307746697081,0.00431541804956214
CPV,2017,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,50000,4030,495.045,1769787215.14611,537497,350776,50000,4030,495.045,1769787215.14611,537497,350776,161,171,182,188,170,166,173,0.00349314276539898,0.00299958383613357,0.00146755352731189,0.00219170878978276,0.00718045523382676,0.00855896795072285,0.00431523535052947
CPV,2018,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,50000,4030,495.045,1966983316.56524,543767,357429,50000,4030,495.045,1966983316.56524,543767,357429,161,171,182,187,170,166,172.833333333333,0.00349314276539898,0.00299958383613357,0.00146755352731189,0.00229071956703892,0.00718469907351887,0.0085558212336659,0.00433192000051136
CPV,2019,Cabo Verde,Praia,-23.5087,14.9218,Sub-Saharan Africa,Lower middle income,50000,4030,495.045,1981845740.35828,549935,364029,50000,4030,495.045,1981845740.35828,549935,364029,161,171,182,188,170,166,173,0.00349314276539898,0.00299958383613357,0.00146755352731189,0.00227223750084392,0.00718872245847721,0.00855203581237492,0.00432887931675675
CRI,1990,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,260000,51100,2955.602,5711687786.75989,3119433,1559810,260000,51100,2955.602,5711687786.75989,3119433,1559810,138,127,116,99,124,116,120,0.0182914414374735,0.0381665409765706,0.0132718727850517,0.0250247831145528,0.0593067784843564,0.0690588710101504,0.0371867146346926
CRI,1991,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,260000,51100,3336.97,7168999670.01552,3202085,1630406,260000,51100,3336.97,7168999670.01552,3202085,1630406,138,127,114,89,124,116,118,0.0182468282533021,0.0381665324223761,0.0148031020904044,0.0297446817605712,0.0598790267806684,0.0703994778043973,0.0385399415186199
CRI,1992,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,250000,51100,3791.678,8528593420.53123,3286520,1703469,250000,51100,3791.678,8528593420.53123,3286520,1703469,139,127,112,83,123,113,116.166666666667,0.0175735833014099,0.0381665176312346,0.0177421846362197,0.0334588726643352,0.0604850338096709,0.0717873504098926,0.0398689237421272
CRI,1993,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,230000,51100,3953.026,9537297723.10523,3372298,1778651,230000,51100,3953.026,9537297723.10523,3372298,1778651,139,127,110,83,122,111,115.333333333333,0.0162101977363492,0.0381664862663338,0.0183064472321633,0.0369140279087943,0.0611092609291436,0.073194312423556,0.0406501220827234
CRI,1994,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,230000,51100,5269.479,10432619325.4203,3458834,1855768,230000,51100,5269.479,10432619325.4203,3458834,1855768,139,127,101,80,122,110,113.166666666667,0.0162390678754413,0.038168457508107,0.0243264589878964,0.0376447657306754,0.0617379654123231,0.0746113349129674,0.0421213417379018
CRI,1995,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,220000,51100,4866.109,11513472785.7262,3545534,1934479,220000,51100,4866.109,11513472785.7262,3545534,1934479,140,127,103,81,122,110,113.833333333333,0.0155614302732567,0.0381684489531685,0.0220477563626513,0.037385522519276,0.0623614163083755,0.0760232752690855,0.0419246416143022
CRI,1996,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,210000,51100,4748.765,11618286652.063,3632362,2014762,210000,51100,4748.765,11618286652.063,3632362,2014762,139,127,106,83,122,110,114.5,0.0149422457434136,0.0381684261400178,0.0209282220986163,0.036950729209295,0.0629718634592588,0.0774163061013573,0.0418962987919931
CRI,1997,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,210000,51100,4987.12,12552071487.9622,3718949,2096260,210000,51100,4987.12,12552071487.9622,3718949,2096260,139,127,109,81,121,110,114.5,0.0148869258523452,0.0381488340139504,0.0219073085507602,0.0401232104087428,0.0635643344390401,0.0787760127555477,0.0429011043367311
CRI,1998,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,210000,51100,5317.15,13617405297.2511,3803887,2178258,210000,51100,5317.15,13617405297.2511,3803887,2178258,139,127,107,82,119,109,113.833333333333,0.0148583156272122,0.0381566011930752,0.0235135864074347,0.0436333320897671,0.064123008457172,0.0800834090978353,0.0440613754787494
CRI,1999,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,220000,51100,5522.502,14195623342.9011,3885430,2259650,220000,51100,5522.502,14195623342.9011,3885430,2259650,140,127,105,79,118,108,112.833333333333,0.0155606024060732,0.0381566011930752,0.0240342014574814,0.0438634991313817,0.064622709566024,0.0813049076105435,0.0445904202274298
CRI,2000,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,210000,51100,5474.831,14949514493.332,3962372,2339860,210000,51100,5474.831,14949514493.332,3962372,2339860,140,127,105,79,118,108,112.833333333333,0.0149002894171324,0.0381565781157772,0.0231397825393737,0.0447618543098678,0.0650405109976882,0.0824086101700871,0.0447346042583211
CRI,2001,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,210000,51100,5760.857,15913363440.5692,4034074,2436984,210000,51100,5760.857,15913363440.5692,4034074,2436984,139.5,127,105,77,117,106,111.916666666667,0.014931619745549,0.038156466891736,0.0241639381744892,0.0478903587741163,0.0653679601814366,0.0839201856299608,0.0457384215662147
CRI,2002,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,200000,51100,6325.575,16504795592.7964,4100925,2532444,200000,51100,6325.575,16504795592.7964,4100925,2532444,141,127,103,78,118,106,112.166666666667,0.0142686656556668,0.0381563458744469,0.0259660696287522,0.0478393990700865,0.0656116980363849,0.0852019086593025,0.04617401448744
CRI,2003,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,210000,51100,6626.269,17196009811.1172,4164053,2626685,210000,51100,6626.269,17196009811.1172,4164053,2626685,140,127,103,83,117,106,112.666666666667,0.0149377988806156,0.0381562315177408,0.0258713157745624,0.0444004607874133,0.0657898109820064,0.0863571014781358,0.045918786570079
CRI,2004,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,210000,51100,6930.63,18528955524.6272,4225155,2720493,210000,51100,6930.63,18528955524.6272,4225155,2720493,141,127,104,83,117,106,113,0.01490630817862,0.0381567603254782,0.0258460443406263,0.0424703981093239,0.0659262508337079,0.0874094256895264,0.0457858645795471
CRI,2005,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,210000,51100,6868.291,19948261084.3726,4285502,2814375,210000,51100,6868.291,19948261084.3726,4285502,2814375,141,127,104,83,118,107,113.333333333333,0.014862933894047,0.0381562026372069,0.0247548245420711,0.0421872315337613,0.0660423016767265,0.088381993373451,0.045730914609544
CRI,2006,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,210000,51100,7099.312,22602721765.2812,4345412,2908602,210000,51100,7099.312,22602721765.2812,4345412,2908602,140,127,104,83,118,107,113.166666666667,0.0149731103230517,0.0381561071993449,0.0247118925121372,0.0440806046206128,0.0661410194565476,0.0893040909297673,0.0462278041735769
CRI,2007,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,200000,51100,8122.405,26743972564.1217,4404628,3002811,200000,51100,8122.405,26743972564.1217,4404628,3002811,140,127,103,85,118,106,113.166666666667,0.0142814614427865,0.0381560955251777,0.0278217618665327,0.0462988259704733,0.066222044449035,0.0901738851840608,0.0471590124063443
CRI,2008,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,200000,51100,8129.739,30612927059.0967,4463125,3096962,200000,51100,8129.739,30612927059.0967,4463125,3096962,141,127,102,86,119,106,113.5,0.0142583046771153,0.0380993494213299,0.0267653995388799,0.0482900333491616,0.0662782241760769,0.0909424189662416,0.0474389550214675
CRI,2009,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,220000,51100,7902.385,30562361123.0307,4520740,3190512,220000,51100,7902.385,30562361123.0307,4520740,3190512,141,127,100,89,119,105,113.5,0.0157294692942427,0.0381000104688526,0.0266759231725142,0.0508571856201927,0.0663204976616183,0.0916469974799355,0.048221680616226
CRI,2010,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,225000,51100,7568.688,37268614024.3178,4577378,3283628,225000,51100,7568.688,37268614024.3178,4577378,3283628,141,127,106,87,118,105,114,0.0161314635238127,0.0380999462223063,0.0239403651048942,0.0566772461218662,0.0663509930403278,0.0922977261391333,0.0489162900253901
CRI,2011,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,232000,51100,7374.337,42262697840.385,4633086,3376037,232000,51100,7374.337,42262697840.385,4633086,3376037,141,127,111,85,118,104,114.333333333333,0.0165462679901414,0.038099874575408,0.0225003860057815,0.0578751068783511,0.0663796356566598,0.0929683435690758,0.049061602445903
CRI,2012,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,232000,51100,7337.667,46473128285.5589,4688000,3466588,232000,51100,7337.667,46473128285.5589,4688000,3466588,141,127,111,84,118,103,114,0.0164396964758665,0.0381005955622929,0.0219839474336461,0.0621976867920267,0.0663787371809844,0.0935307254202517,0.049771898144178
CRI,2013,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,232000,51100,7719.035,49745088111.6953,4742107,3555158,232000,51100,7719.035,49745088111.6953,4742107,3555158,141,127,110,85,118,103,114,0.0164085265538236,0.0380312570924486,0.0230147055768622,0.0647427378863142,0.0663574820785578,0.0939880007448108,0.0504237849888029
CRI,2014,Costa Rica,San Jose,-84.0089,9.63701,Latin America & Caribbean,Upper middle income,232100.006103516,51100,7843.713,50577769837.7462,4795396,3641672,232100.006103516,51100,7843.713,50577769837.7462,4795396,3641672,142,127,109,85,118,104,114.166666666667,0.0163217000709736,0.0380317392972169,0.0232125646932225,0.0640520029892897,0.0663185378266603,0.0943422454478662,0.0503797983875382
